School ID,State,Subscription End Date,Expiring Dollars,Expiring Students,Subscription Status,Renewal Date
619458,Nebraska,5/31/2015,1440,240,Renewed,5/20/2015
618312,Nebraska,5/31/2015,1440,240,Renewed,3/3/2015
639189,Louisiana,5/31/2015,2700,450,Renewed,4/8/2015
645246,Arkansas,5/31/2015,2070,345,Renewed,6/3/2015
651780,Oklahoma,5/31/2015,1440,240,Renewed,5/30/2014
662586,Oklahoma,5/31/2015,2070,345,Renewed,8/3/2015
656589,Oklahoma,5/31/2015,1740,290,Renewed,3/10/2015
663036,Oklahoma,5/31/2015,2700,450,Renewed,5/28/2015
678183,Texas,5/31/2015,3150,525,Renewed,5/11/2015
673728,Texas,5/31/2015,1440,240,Renewed,4/30/2015
665517,Texas,5/31/2015,1440,240,Renewed,5/19/2015
660897,Oklahoma,5/31/2015,1836,306,Renewed,6/17/2015
673962,Texas,5/31/2015,1440,240,Renewed,5/29/2015
675552,Texas,5/31/2015,2760,460,Renewed,2/13/2015
678132,Texas,5/31/2015,3180,530,Not Renewed,
678123,Texas,5/31/2015,4500,750,Renewed,5/11/2015
682956,Texas,5/31/2015,2700,450,Renewed,7/24/2015
706707,Texas,5/31/2015,1440,240,Renewed,3/31/2015
703434,Texas,5/31/2015,2670,445,Renewed,5/11/2015
702744,Texas,5/31/2015,3360,560,Renewed,9/17/2015
698997,Texas,5/31/2015,1440,240,Renewed,5/18/2015
682950,Texas,5/31/2015,4440,740,Renewed,7/24/2015
686580,Texas,5/31/2015,1800,300,Renewed,3/3/2015
688461,Texas,5/31/2015,1440,240,Renewed,5/27/2015
694050,Texas,5/31/2015,2850,475,Renewed,4/22/2015
704721,Texas,5/31/2015,1440,240,Renewed,6/15/2015
712710,Texas,5/31/2015,3450,575,Renewed,5/31/2012
722307,Texas,5/31/2015,1440,240,Renewed,4/21/2015
719088,Texas,5/31/2015,3270,545,Renewed,4/29/2015
749901,Idaho,5/31/2015,1440,240,Renewed,5/29/2014
758310,Utah,5/31/2015,1500,250,Renewed,9/21/2015
772977,New Mexico,5/31/2015,1440,240,Renewed,4/14/2015
765846,Arizona,5/31/2015,4800,800,Renewed,7/31/2015
769815,Arizona,5/31/2015,1440,240,Renewed,2/23/2015
771930,Arizona,5/31/2015,4194,699,Renewed,7/2/2015
767637,Arizona,5/31/2015,2700,450,Renewed,10/5/2015
774936,New Mexico,5/31/2015,1440,240,Renewed,7/27/2015
780072,Nevada,5/31/2015,1440,240,Renewed,3/25/2015
779919,New Mexico,5/31/2015,1590,265,Renewed,4/17/2015
777570,New Mexico,5/31/2015,1440,240,Not Renewed,
778398,New Mexico,5/31/2015,1440,240,Renewed,2/6/2015
771936,Arizona,5/31/2015,4260,710,Renewed,7/2/2015
771543,Arizona,5/31/2015,1440,240,Renewed,5/19/2015
779907,New Mexico,5/31/2015,1440,240,Renewed,4/17/2015
780012,Nevada,5/31/2015,1440,240,Renewed,5/7/2015
776823,New Mexico,5/31/2015,1440,240,Renewed,4/17/2015
791400,California,5/31/2015,2100,350,Not Renewed,
786699,California,5/31/2015,1950,325,Renewed,3/10/2015
778503,New Mexico,5/31/2015,1800,300,Not Renewed,
784287,California,5/31/2015,2880,480,Not Renewed,
788325,California,5/31/2015,6000,1000,Renewed,8/29/2015
786603,California,5/31/2015,5214,869,Renewed,5/20/2015
788232,California,5/31/2015,1500,250,Renewed,3/3/2015
795990,California,5/31/2015,1440,240,Renewed,5/19/2015
794607,California,5/31/2015,1440,240,Renewed,5/8/2015
798108,California,5/31/2015,6600,1100,Not Renewed,
801267,California,5/31/2015,3810,635,Renewed,6/8/2015
805071,California,5/31/2015,1896,316,Renewed,5/5/2015
801294,California,5/31/2015,1710,285,Renewed,5/26/2015
802122,California,5/31/2015,1710,285,Renewed,3/31/2015
805104,California,5/31/2015,3480,580,Renewed,4/27/2015
827316,California,5/31/2015,3000,500,Renewed,4/21/2015
826572,California,5/31/2015,1440,240,Renewed,6/29/2015
823428,California,5/31/2015,3390,565,Renewed,7/6/2015
824664,California,5/31/2015,2700,450,Renewed,6/30/2015
834366,California,5/31/2015,1440,240,Renewed,2/17/2015
828009,California,5/31/2015,3000,500,Renewed,8/18/2015
830541,California,5/31/2015,1440,240,Renewed,8/14/2015
832248,California,5/31/2015,1500,250,Renewed,2/23/2015
832668,California,5/31/2015,1800,300,Renewed,6/25/2015
840936,California,5/31/2015,4062,677,Renewed,9/11/2015
844203,California,5/31/2015,1800,300,Renewed,6/3/2015
842499,California,5/31/2015,3300,550,Renewed,4/7/2015
844110,California,5/31/2015,2340,390,Renewed,3/17/2015
848892,California,5/31/2015,3000,500,Renewed,4/14/2015
847653,California,5/31/2015,1800,300,Renewed,5/4/2015
855807,California,5/31/2015,1440,240,Renewed,2/26/2015
862965,California,5/31/2015,2220,370,Not Renewed,
863649,California,5/31/2015,2400,400,Renewed,9/14/2015
865557,California,5/31/2015,1800,300,Renewed,8/6/2015
863313,California,5/31/2015,3600,600,Renewed,6/4/2014
882087,Oregon,5/31/2015,1440,240,Renewed,4/21/2015
889803,Washington,5/31/2015,1440,240,Renewed,4/6/2015
886845,Washington,5/31/2015,1440,240,Not Renewed,
890646,Washington,5/31/2015,1542,257,Renewed,7/18/2014
891207,Washington,5/31/2015,1440,240,Renewed,3/30/2015
889176,Washington,5/31/2015,2658,443,Renewed,7/18/2014
896367,Washington,5/31/2015,1800,300,Renewed,12/19/2014
898488,Washington,5/31/2015,3000,500,Not Renewed,
899082,Washington,5/31/2015,1800,300,Renewed,3/30/2015
892320,Washington,5/31/2015,1500,250,Renewed,4/27/2015
949161,Illinois,5/31/2015,1758,293,Not Renewed,
945261,South Dakota,5/31/2015,1440,240,Renewed,7/24/2014
910806,Oklahoma,5/31/2015,3000,500,Renewed,4/20/2015
892833,Washington,5/31/2015,1440,240,Renewed,3/23/2015
892911,Washington,5/31/2015,1440,240,Renewed,3/12/2015
899463,Washington,5/31/2015,1440,240,Not Renewed,
1112130,Nebraska,5/31/2015,1788,298,Renewed,5/7/2015
947232,Montana,5/31/2015,3150,525,Renewed,4/17/2015
1127235,Washington,5/31/2015,1440,240,Renewed,4/20/2015
912195,Texas,5/31/2015,3900,650,Renewed,4/21/2015
1111923,Missouri,5/31/2015,2808,468,Renewed,4/17/2015
1117905,New Mexico,5/31/2015,1440,240,Renewed,4/13/2015
1124382,California,5/31/2015,3000,500,Renewed,4/15/2015
1127793,Wyoming,5/31/2015,1440,240,Renewed,3/2/2015
1182558,Maryland,5/31/2015,1440,240,Renewed,5/20/2015
2104743,New Jersey,5/31/2015,1800,300,Renewed,4/6/2015
1162287,Nebraska,5/31/2015,1440,240,Renewed,4/20/2015
1170870,Arizona,5/31/2015,1440,240,Renewed,4/2/2015
1183893,Missouri,5/31/2015,2040,340,Renewed,5/13/2015
1188216,Florida,5/31/2015,1440,240,Renewed,5/26/2015
2106270,North Dakota,5/31/2015,1440,240,Renewed,7/29/2015
2105967,Minnesota,5/31/2015,1440,240,Renewed,7/20/2015
2107086,Missouri,5/31/2015,1440,240,Renewed,7/13/2015
2106729,Montana,5/31/2015,1440,240,Renewed,5/12/2015
2106924,Illinois,5/31/2015,1440,240,Renewed,7/15/2015
2110755,Nebraska,5/31/2015,1440,240,Renewed,4/23/2015
2111796,Oklahoma,5/31/2015,1440,240,Renewed,4/17/2015
2108589,California,5/31/2015,1962,327,Renewed,3/3/2015
2108682,California,5/31/2015,3318,553,Renewed,8/28/2015
2108910,Oregon,5/31/2015,2700,450,Renewed,2/18/2015
2110032,Missouri,5/31/2015,1440,240,Renewed,3/30/2015
2109852,Missouri,5/31/2015,3000,500,Renewed,5/27/2015
2107722,Oklahoma,5/31/2015,2520,420,Renewed,7/15/2015
2112342,Texas,5/31/2015,3900,650,Renewed,5/27/2015
2123817,Ohio,5/31/2015,3450,575,Renewed,4/15/2015
2122884,Alabama,5/31/2015,2940,490,Renewed,8/4/2015
2128059,South Dakota,5/31/2015,1560,260,Not Renewed,
2123637,Kentucky,5/31/2015,1440,240,Renewed,4/14/2015
2135760,Oregon,5/31/2015,1440,240,Not Renewed,
2127762,Minnesota,5/31/2015,1440,240,Renewed,6/8/2015
2132511,Nebraska,5/31/2015,1590,265,Renewed,4/17/2015
2138745,Michigan,5/31/2015,3000,500,Renewed,6/19/2015
2140890,Illinois,5/31/2015,2382,397,Not Renewed,
2140620,Montana,5/31/2015,1440,240,Renewed,3/10/2015
2141655,North Dakota,5/31/2015,1698,283,Not Renewed,
2143563,Minnesota,5/31/2015,1440,240,Renewed,2/20/2015
2197806,Nebraska,5/31/2015,1440,240,Renewed,4/20/2015
2141940,Missouri,5/31/2015,2910,485,Renewed,5/26/2015
2142090,Nebraska,5/31/2015,1440,240,Renewed,4/23/2015
2139960,Minnesota,5/31/2015,1440,240,Renewed,7/1/2015
2138487,Ohio,5/31/2015,2040,340,Renewed,3/30/2015
2138553,Ohio,5/31/2015,5682,947,Renewed,4/21/2015
2139006,Michigan,5/31/2015,1440,240,Not Renewed,
2140173,South Dakota,5/31/2015,1440,240,Renewed,6/3/2015
2212956,Illinois,5/31/2015,1440,240,Renewed,7/7/2015
2220930,Alabama,5/31/2015,1440,240,Not Renewed,
2143764,Montana,5/31/2015,1950,325,Renewed,5/11/2015
2219841,Nebraska,5/31/2015,1440,240,Renewed,4/20/2015
2219286,Nebraska,5/31/2015,1440,240,Renewed,6/18/2015
2223795,Ohio,5/31/2015,1680,280,Renewed,7/17/2015
2284545,Alabama,5/31/2015,3600,600,Renewed,5/6/2015
2265297,Wisconsin,5/31/2015,1440,240,Renewed,8/12/2015
2227605,Texas,5/31/2015,1800,300,Renewed,6/16/2015
2426967,Georgia,5/31/2015,1440,240,Renewed,6/9/2015
3386349,Virginia,5/31/2015,1440,240,Renewed,5/11/2015
3057393,Michigan,5/31/2015,2340,390,Not Renewed,
3247842,Florida,5/31/2015,1440,240,Renewed,4/20/2015
3331824,Wisconsin,5/31/2015,1470,245,Renewed,4/9/2015
3656463,Alabama,5/31/2015,3000,500,Renewed,5/28/2015
3513339,Missouri,5/31/2015,1440,240,Renewed,3/9/2015
4120836,Illinois,5/31/2015,1650,275,Renewed,7/1/2015
4054830,California,5/31/2015,1440,240,Renewed,5/5/2015
4099464,Texas,5/31/2015,1800,300,Renewed,5/6/2015
3827967,Alabama,5/31/2015,2880,480,Renewed,5/29/2015
3732162,California,5/31/2015,1620,270,Not Renewed,
4115904,Mississippi,5/31/2015,3900,650,Renewed,6/5/2015
4618236,Ohio,5/31/2015,1440,240,Renewed,4/13/2015
4661172,Arkansas,5/31/2015,1440,240,Renewed,2/18/2015
4347351,Nebraska,5/31/2015,1440,240,Renewed,4/23/2015
4583598,Florida,5/31/2015,1440,240,Renewed,11/17/2014
4991163,South Carolina,5/31/2015,1440,240,Renewed,6/29/2015
5647494,Maryland,5/31/2015,1440,240,Not Renewed,
5588949,Alabama,5/31/2015,5280,880,Renewed,6/23/2015
4945797,Texas,5/31/2015,5790,965,Renewed,6/8/2015
5155359,Georgia,5/31/2015,2280,380,Renewed,9/22/2015
5582853,Missouri,5/31/2015,2340,390,Renewed,2/26/2015
5239017,Illinois,5/31/2015,1800,300,Renewed,7/13/2015
5203392,Georgia,5/31/2015,5700,950,Renewed,3/6/2015
5553651,Kansas,5/31/2015,1440,240,Renewed,6/8/2015
5790084,Texas,5/31/2015,1440,240,Renewed,4/7/2015
6009219,Kansas,5/31/2015,1440,240,Renewed,4/24/2015
5644863,Alabama,5/31/2015,3120,520,Renewed,8/27/2015
6133059,Iowa,5/31/2015,1680,280,Renewed,5/5/2015
6171660,Illinois,5/31/2015,2322,387,Renewed,6/8/2015
6588054,Alabama,5/31/2015,2436,406,Renewed,6/1/2015
6651408,Virginia,5/31/2015,2964,494,Renewed,5/21/2015
7022922,Ohio,5/31/2015,3690,615,Renewed,9/28/2015
6687081,Louisiana,5/31/2015,1920,320,Renewed,6/25/2014
7124871,Georgia,5/31/2015,5100,850,Renewed,5/26/2015
7423254,Arkansas,5/31/2015,1800,300,Renewed,5/7/2015
7635783,Kansas,5/31/2015,1440,240,Renewed,6/15/2015
7252203,Connecticut,5/31/2015,1650,275,Renewed,4/15/2015
7715847,Nebraska,5/31/2015,3900,650,Renewed,5/15/2015
7869399,Texas,5/31/2015,2694,449,Renewed,4/6/2015
7865964,Tennessee,5/31/2015,5520,920,Renewed,4/8/2015
7205673,Illinois,5/31/2015,5400,900,Renewed,7/1/2015
7239126,Tennessee,5/31/2015,1440,240,Renewed,5/4/2015
7341222,Ohio,5/31/2015,1440,240,Renewed,5/21/2015
7519641,Texas,5/31/2015,1500,250,Renewed,7/24/2015
8072673,California,5/31/2015,1440,240,Renewed,6/2/2015
7954638,Ohio,5/31/2015,2100,350,Renewed,5/28/2015
7799811,Nebraska,5/31/2015,2100,350,Not Renewed,
7867779,California,5/31/2015,1440,240,Renewed,4/22/2015
9589398,Missouri,5/31/2015,1440,240,Not Renewed,
9685914,Missouri,5/31/2015,1440,240,Not Renewed,
9704208,Florida,5/31/2015,1860,310,Renewed,7/31/2015
9242019,South Carolina,5/31/2015,1440,240,Not Renewed,
9272472,Texas,5/31/2015,2700,450,Renewed,6/5/2015
9589416,Missouri,5/31/2015,1440,240,Not Renewed,
9345435,Louisiana,5/31/2015,4710,785,Renewed,3/20/2015
9589422,Missouri,5/31/2015,1440,240,Renewed,6/11/2015
9899718,New York,5/31/2015,4620,770,Renewed,7/8/2015
9890106,California,5/31/2015,2100,350,Renewed,4/24/2015
9772173,New Mexico,5/31/2015,3504,584,Renewed,5/29/2015
10403694,Florida,5/31/2015,1440,240,Renewed,10/9/2015
9837564,New York,5/31/2015,1800,300,Renewed,6/18/2015
10362195,Indiana,5/31/2015,1440,240,Renewed,2/13/2015
278145,Mississippi,6/30/2015,5430,905,Renewed,8/20/2015
279087,Mississippi,6/30/2015,1440,240,Renewed,10/23/2015
282009,Kentucky,6/30/2015,7980,1330,Renewed,8/31/2015
283842,Kentucky,6/30/2015,2838,473,Renewed,7/27/2015
286563,Kentucky,6/30/2015,2910,485,Renewed,8/10/2015
286602,Kentucky,6/30/2015,1440,240,Renewed,4/27/2015
288267,Kentucky,6/30/2015,2850,475,Renewed,7/1/2015
282423,Kentucky,6/30/2015,1440,240,Renewed,8/31/2015
280434,Mississippi,6/30/2015,1980,330,Renewed,4/7/2015
276960,Mississippi,6/30/2015,1698,283,Renewed,8/17/2015
278223,Mississippi,6/30/2015,5730,955,Renewed,8/20/2015
279435,Mississippi,6/30/2015,1440,240,Renewed,6/18/2015
279495,Mississippi,6/30/2015,3360,560,Renewed,6/25/2015
278199,Mississippi,6/30/2015,3360,560,Renewed,8/20/2015
278238,Mississippi,6/30/2015,6036,1006,Renewed,8/20/2015
289746,Kentucky,6/30/2015,3000,500,Renewed,6/30/2015
280029,Mississippi,6/30/2015,2550,425,Renewed,6/18/2015
280428,Mississippi,6/30/2015,2190,365,Renewed,4/7/2015
280623,Mississippi,6/30/2015,1440,240,Renewed,7/16/2015
279507,Mississippi,6/30/2015,2400,400,Renewed,9/22/2015
285210,Kentucky,6/30/2015,3180,530,Renewed,8/21/2015
284184,Kentucky,6/30/2015,1440,240,Renewed,4/6/2015
282030,Kentucky,6/30/2015,4950,825,Renewed,7/31/2015
283947,Kentucky,6/30/2015,3090,515,Renewed,3/23/2015
279006,Mississippi,6/30/2015,1860,310,Renewed,7/8/2015
281718,Kentucky,6/30/2015,1440,240,Renewed,5/15/2015
281811,Kentucky,6/30/2015,1440,240,Renewed,8/31/2015
271860,Mississippi,6/30/2015,2400,400,Renewed,9/10/2015
258627,Tennessee,6/30/2015,1440,240,Renewed,6/25/2015
263706,Tennessee,6/30/2015,2286,381,Renewed,7/6/2015
271839,Mississippi,6/30/2015,4950,825,Renewed,9/10/2015
271902,Mississippi,6/30/2015,2400,400,Renewed,9/10/2015
269484,Mississippi,6/30/2015,5850,975,Renewed,8/21/2015
270735,Mississippi,6/30/2015,2142,357,Renewed,6/25/2015
266709,Mississippi,6/30/2015,1620,270,Renewed,9/15/2015
259239,Tennessee,6/30/2015,2250,375,Renewed,8/5/2015
260679,Tennessee,6/30/2015,3000,500,Renewed,6/17/2015
273150,Mississippi,6/30/2015,2640,440,Renewed,8/19/2015
258558,Tennessee,6/30/2015,2286,381,Renewed,7/6/2015
266577,Mississippi,6/30/2015,1620,270,Renewed,9/15/2015
266598,Mississippi,6/30/2015,2580,430,Renewed,9/15/2015
263661,Tennessee,6/30/2015,1440,240,Renewed,3/19/2015
268797,Mississippi,6/30/2015,2460,410,Renewed,9/1/2015
266568,Mississippi,6/30/2015,2166,361,Renewed,9/15/2015
266586,Mississippi,6/30/2015,1620,270,Renewed,9/15/2015
266613,Mississippi,6/30/2015,1620,270,Renewed,9/15/2015
266349,Mississippi,6/30/2015,1884,314,Renewed,6/30/2015
266865,Mississippi,6/30/2015,1920,320,Renewed,6/30/2015
262404,Tennessee,6/30/2015,2820,470,Renewed,6/2/2015
253908,Tennessee,6/30/2015,1440,240,Renewed,8/6/2015
252459,Tennessee,6/30/2015,3600,600,Not Renewed,
252897,Tennessee,6/30/2015,3060,510,Renewed,6/17/2015
255168,Tennessee,6/30/2015,1500,250,Renewed,6/25/2015
255273,Tennessee,6/30/2015,2922,487,Renewed,6/25/2015
246324,Tennessee,6/30/2015,1800,300,Renewed,3/25/2015
247008,Tennessee,6/30/2015,1440,240,Not Renewed,
244599,Tennessee,6/30/2015,2700,450,Not Renewed,
251772,Tennessee,6/30/2015,2310,385,Not Renewed,
252519,Tennessee,6/30/2015,2760,460,Not Renewed,
256314,Tennessee,6/30/2015,1440,240,Renewed,6/25/2015
234423,Alabama,6/30/2015,1440,240,Renewed,6/29/2015
235824,Alabama,6/30/2015,3000,500,Renewed,6/25/2015
235872,Alabama,6/30/2015,3000,500,Renewed,6/25/2015
236172,Alabama,6/30/2015,3870,645,Renewed,5/4/2015
232821,Alabama,6/30/2015,2598,433,Renewed,6/29/2015
233661,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
233760,Alabama,6/30/2015,3414,569,Not Renewed,
233802,Alabama,6/30/2015,3102,517,Renewed,6/4/2015
233847,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
233931,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
234048,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
234084,Alabama,6/30/2015,1440,240,Renewed,8/24/2015
234318,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
239610,Alabama,6/30/2015,2760,460,Renewed,7/24/2015
238086,Alabama,6/30/2015,1440,240,Renewed,6/2/2015
239673,Alabama,6/30/2015,1440,240,Renewed,6/18/2015
240123,Alabama,6/30/2015,1440,240,Renewed,3/31/2015
247146,Tennessee,6/30/2015,2100,350,Renewed,7/14/2015
252390,Tennessee,6/30/2015,2514,419,Not Renewed,
253377,Tennessee,6/30/2015,2550,425,Renewed,6/25/2015
252645,Tennessee,6/30/2015,1740,290,Not Renewed,
255261,Tennessee,6/30/2015,1728,288,Renewed,6/25/2015
284844,Kentucky,6/30/2015,1440,240,Renewed,4/21/2015
285393,Kentucky,6/30/2015,2250,375,Renewed,7/1/2015
286587,Kentucky,6/30/2015,2046,341,Renewed,8/10/2015
213249,Florida,6/30/2015,1440,240,Renewed,6/24/2015
201660,Florida,6/30/2015,2250,375,Renewed,6/29/2015
209112,Florida,6/30/2015,2520,420,Renewed,6/29/2015
220155,Alabama,6/30/2015,3534,589,Renewed,6/1/2015
203397,Florida,6/30/2015,1440,240,Renewed,6/17/2015
216060,Florida,6/30/2015,4026,671,Renewed,6/17/2015
197466,Florida,6/30/2015,1440,240,Renewed,6/10/2015
189018,Florida,6/30/2015,3600,600,Renewed,5/12/2015
196965,Florida,6/30/2015,3180,530,Renewed,5/26/2015
192546,Florida,6/30/2015,3750,625,Renewed,7/16/2015
191784,Florida,6/30/2015,1440,240,Renewed,3/23/2015
195813,Florida,6/30/2015,1440,240,Renewed,3/16/2015
188397,Florida,6/30/2015,3480,580,Renewed,3/20/2015
199839,Florida,6/30/2015,1440,240,Renewed,7/21/2015
189213,Florida,6/30/2015,1440,240,Renewed,5/22/2015
189768,Florida,6/30/2015,5010,835,Renewed,4/22/2015
189807,Florida,6/30/2015,3600,600,Renewed,4/24/2015
190464,Florida,6/30/2015,2400,400,Renewed,4/28/2015
191403,Florida,6/30/2015,1440,240,Renewed,10/5/2015
183093,Florida,6/30/2015,2676,446,Renewed,7/10/2015
189798,Florida,6/30/2015,1830,305,Renewed,7/29/2015
219570,Florida,6/30/2015,1440,240,Renewed,6/8/2015
222690,Alabama,6/30/2015,4800,800,Renewed,9/9/2015
218970,Florida,6/30/2015,4500,750,Renewed,8/25/2015
214461,Florida,6/30/2015,4500,750,Renewed,8/22/2014
228804,Alabama,6/30/2015,3060,510,Renewed,5/26/2015
230793,Alabama,6/30/2015,1440,240,Renewed,8/11/2015
229752,Alabama,6/30/2015,2058,343,Renewed,6/16/2015
231531,Alabama,6/30/2015,3240,540,Renewed,6/2/2011
231990,Alabama,6/30/2015,3720,620,Renewed,6/2/2011
232503,Alabama,6/30/2015,3900,650,Renewed,6/19/2015
222594,Alabama,6/30/2015,1722,287,Renewed,10/26/2015
220167,Alabama,6/30/2015,3450,575,Renewed,6/17/2015
227016,Alabama,6/30/2015,1800,300,Renewed,7/13/2015
235338,Alabama,6/30/2015,2250,375,Renewed,6/2/2011
234138,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
234177,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
234201,Alabama,6/30/2015,3102,517,Renewed,6/4/2015
234279,Alabama,6/30/2015,3102,517,Renewed,6/4/2015
234432,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
236322,Alabama,6/30/2015,3000,500,Renewed,6/25/2015
232449,Alabama,6/30/2015,3612,602,Not Renewed,
232905,Alabama,6/30/2015,2598,433,Renewed,6/29/2015
233121,Alabama,6/30/2015,3102,517,Renewed,6/4/2015
233628,Alabama,6/30/2015,3414,569,Not Renewed,
233784,Alabama,6/30/2015,3414,569,Not Renewed,
233859,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
233994,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
234024,Alabama,6/30/2015,3102,517,Not Renewed,
230541,Alabama,6/30/2015,1500,250,Renewed,7/20/2015
231504,Alabama,6/30/2015,1920,320,Renewed,6/2/2011
231555,Alabama,6/30/2015,3930,655,Renewed,6/2/2011
225921,Alabama,6/30/2015,2400,400,Renewed,3/12/2015
232839,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
232479,Alabama,6/30/2015,3000,500,Renewed,6/19/2015
236817,Alabama,6/30/2015,6528,1088,Renewed,5/4/2015
232998,Alabama,6/30/2015,3102,517,Not Renewed,
233772,Alabama,6/30/2015,3114,519,Renewed,6/4/2015
233865,Alabama,6/30/2015,3414,569,Not Renewed,
234009,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
234192,Alabama,6/30/2015,3102,517,Renewed,11/5/2015
234249,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
234303,Alabama,6/30/2015,3414,569,Not Renewed,
232047,Alabama,6/30/2015,1440,240,Renewed,6/17/2015
232236,Alabama,6/30/2015,2598,433,Renewed,6/29/2015
235680,Alabama,6/30/2015,1440,240,Renewed,6/15/2015
235533,Alabama,6/30/2015,3000,500,Renewed,6/25/2015
238902,Alabama,6/30/2015,1800,300,Renewed,6/9/2015
234168,Alabama,6/30/2015,3414,569,Not Renewed,
234312,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
234375,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
234408,Alabama,6/30/2015,3102,517,Renewed,6/4/2015
234426,Alabama,6/30/2015,6828,1138,Not Renewed,
233613,Alabama,6/30/2015,3414,569,Not Renewed,
233691,Alabama,6/30/2015,3414,569,Renewed,11/3/2015
233811,Alabama,6/30/2015,4050,675,Renewed,6/12/2015
233856,Alabama,6/30/2015,3414,569,Not Renewed,
233877,Alabama,6/30/2015,3414,569,Renewed,6/4/2015
233940,Alabama,6/30/2015,3414,569,Not Renewed,
234075,Alabama,6/30/2015,3102,517,Renewed,6/4/2015
235836,Alabama,6/30/2015,3000,500,Renewed,6/25/2015
235899,Alabama,6/30/2015,3000,500,Renewed,6/25/2015
236121,Alabama,6/30/2015,1860,310,Renewed,5/4/2015
236502,Alabama,6/30/2015,3000,500,Renewed,6/25/2015
237171,Alabama,6/30/2015,4050,675,Renewed,5/4/2015
239037,Alabama,6/30/2015,5424,904,Renewed,6/29/2015
157089,Georgia,6/30/2015,3060,510,Renewed,6/29/2015
158244,Georgia,6/30/2015,2958,493,Renewed,7/8/2015
158541,Georgia,6/30/2015,2088,348,Not Renewed,
159012,Georgia,6/30/2015,2958,493,Renewed,7/8/2015
159084,Georgia,6/30/2015,2250,375,Renewed,8/19/2015
157533,Georgia,6/30/2015,2100,350,Renewed,6/1/2015
162132,Georgia,6/30/2015,1950,325,Renewed,6/25/2015
162210,Georgia,6/30/2015,3330,555,Renewed,6/25/2015
166647,Georgia,6/30/2015,2460,410,Renewed,8/6/2015
167010,Georgia,6/30/2015,3900,650,Renewed,7/8/2015
167052,Georgia,6/30/2015,4920,820,Renewed,7/8/2015
167109,Georgia,6/30/2015,3600,600,Renewed,7/8/2015
168627,Georgia,6/30/2015,2760,460,Renewed,6/30/2015
156243,Georgia,6/30/2015,2700,450,Renewed,8/27/2015
156357,Georgia,6/30/2015,2280,380,Renewed,9/10/2015
168615,Georgia,6/30/2015,2160,360,Renewed,6/30/2015
168645,Georgia,6/30/2015,2940,490,Renewed,6/30/2015
169086,Georgia,6/30/2015,1440,240,Renewed,7/6/2015
169530,Georgia,6/30/2015,3558,593,Renewed,7/1/2015
169560,Georgia,6/30/2015,3324,554,Renewed,7/1/2015
169614,Georgia,6/30/2015,2946,491,Renewed,7/24/2015
163830,Georgia,6/30/2015,3060,510,Renewed,9/8/2015
166977,Georgia,6/30/2015,3000,500,Renewed,7/8/2015
167031,Georgia,6/30/2015,4500,750,Renewed,7/8/2015
167076,Georgia,6/30/2015,4350,725,Renewed,7/8/2015
169350,Georgia,6/30/2015,2448,408,Renewed,7/16/2015
170541,Georgia,6/30/2015,3600,600,Renewed,4/29/2015
148773,Georgia,6/30/2015,4200,700,Renewed,9/4/2015
148905,Georgia,6/30/2015,2850,475,Not Renewed,
149922,Georgia,6/30/2015,1800,300,Renewed,4/1/2015
149559,Georgia,6/30/2015,5880,980,Not Renewed,
152505,Georgia,6/30/2015,1440,240,Renewed,7/13/2015
152562,Georgia,6/30/2015,2370,395,Renewed,7/31/2015
152883,Georgia,6/30/2015,3234,539,Renewed,7/31/2015
152922,Georgia,6/30/2015,6492,1082,Renewed,7/31/2015
153099,Georgia,6/30/2015,4728,788,Renewed,6/18/2015
153336,Georgia,6/30/2015,3000,500,Renewed,8/25/2015
167622,Georgia,6/30/2015,1440,240,Not Renewed,
165282,Georgia,6/30/2015,1440,240,Renewed,6/8/2015
165480,Georgia,6/30/2015,1440,240,Renewed,6/24/2015
163638,Georgia,6/30/2015,2520,420,Renewed,9/8/2015
162630,Georgia,6/30/2015,1800,300,Renewed,5/15/2015
155253,Georgia,6/30/2015,3450,575,Renewed,8/31/2015
155469,Georgia,6/30/2015,3600,600,Renewed,5/1/2015
156786,Georgia,6/30/2015,3570,595,Renewed,6/29/2015
171798,Georgia,6/30/2015,3288,548,Renewed,7/8/2015
172308,Georgia,6/30/2015,4950,825,Renewed,7/10/2015
169782,Georgia,6/30/2015,3516,586,Renewed,7/24/2015
169836,Georgia,6/30/2015,2856,476,Renewed,7/24/2015
175215,Florida,6/30/2015,5010,835,Renewed,8/14/2015
173535,Georgia,6/30/2015,2250,375,Renewed,7/20/2015
