,Affluence_Indicator,Apple_Mac_Code,Avg_Household_Income,Avg_Sell_price,Days_group,Expiring_Dollars,Expiring_Students,ID,Lunch_Program_Eligible_Students,Metro_Code,PC_Code,Poverty_Level_Code,Renew_delay,Renewal_Date,Software_budget_per_head,State,Subscription_End_Date,Subscription_Status,Title_1_Code,Training_Budget_Per_head
9208,5.0,H,P,8.0,1.0,3264,408,94404,227.0,S,H,B,-361.0,2016-08-04 00:00:00,G,Virginia,2017-07-31,Renewed,A,D
9209,5.0,H,P,8.0,1.0,3264,408,94422,253.0,S,H,B,-361.0,2016-08-04 00:00:00,G,Virginia,2017-07-31,Renewed,A,D
9212,5.0,H,Q,8.0,1.0,3264,408,94593,173.0,S,H,B,-361.0,2016-08-04 00:00:00,G,Virginia,2017-07-31,Renewed,A,D
9213,5.0,H,Q,8.0,1.0,3264,408,94605,154.0,ZZ,H,B,-361.0,2016-08-04 00:00:00,G,Virginia,2017-07-31,Renewed,A,D
9214,4.0,E,N,8.0,3.0,3600,450,95457,145.0,R,H,B,-52.0,2017-06-09 00:00:00,G,Virginia,2017-07-31,Renewed,A,D
9219,3.0,F,E,8.0,3.0,4544,568,96525,393.0,R,D,D,-73.0,2017-05-19 00:00:00,E,Virginia,2017-07-31,Renewed,C,C
9228,5.0,ZZ,Q,8.0,4.0,1920,240,45660,0.0,S,ZZ,ZZ,-28.0,2017-07-03 00:00:00,ZZ,New Jersey,2017-07-31,Renewed,ZZ,ZZ
9229,5.0,ZZ,Q,8.0,3.0,2000,250,56661,0.0,S,ZZ,ZZ,-34.0,2017-06-27 00:00:00,ZZ,New York,2017-07-31,Renewed,ZZ,ZZ
9231,4.0,ZZ,O,8.0,3.0,2888,361,55413,0.0,U,ZZ,ZZ,-41.0,2017-06-20 00:00:00,ZZ,New York,2017-07-31,Renewed,ZZ,ZZ
9244,3.0,F,L,8.0,11.0,2800,350,71766,190.0,S,D,B,-719.0,2015-08-12 00:00:00,C,Pennsylvania,2017-07-31,Renewed,A,A
9245,3.0,F,L,8.0,4.0,2440,305,71973,53.0,S,A,B,-28.0,2017-07-03 00:00:00,C,Pennsylvania,2017-07-31,Renewed,A,A
9247,2.0,F,K,8.0,4.0,2440,305,72087,158.0,R,A,B,-28.0,2017-07-03 00:00:00,C,Pennsylvania,2017-07-31,Renewed,A,A
9248,4.0,C,H,8.0,4.0,4800,600,72126,377.0,S,G,C,-28.0,2017-07-03 00:00:00,F,Pennsylvania,2017-07-31,Renewed,B,C
9249,3.0,F,L,8.0,4.0,1920,240,72522,67.0,S,A,B,-28.0,2017-07-03 00:00:00,C,Pennsylvania,2017-07-31,Renewed,A,A
9255,2.0,K,J,8.0,4.0,6384,798,73926,58.0,R,F,C,-28.0,2017-07-03 00:00:00,H,Pennsylvania,2017-07-31,Renewed,C,G
9257,1.0,A,F,8.0,4.0,2696,337,410883,310.0,S,F,C,-28.0,2017-07-03 00:00:00,G,Michigan,2017-07-31,Renewed,C,C
9261,4.0,D,H,8.0,3.0,3024,378,371736,144.0,T,G,C,-33.0,2017-06-28 00:00:00,H,Indiana,2017-07-31,Renewed,C,C
9264,1.0,A,G,8.0,3.0,2600,325,408183,255.0,T,H,C,-54.0,2017-06-07 00:00:00,G,Michigan,2017-07-31,Renewed,C,C
9265,3.0,E,O,8.0,4.0,2400,300,401766,198.0,S,G,B,-28.0,2017-07-03 00:00:00,H,Michigan,2017-07-31,Renewed,A,C
9272,2.0,ZZ,K,8.0,3.0,1920,240,376950,0.0,S,ZZ,ZZ,-66.0,2017-05-26 00:00:00,ZZ,Michigan,2017-07-31,Renewed,ZZ,ZZ
9273,4.0,A,M,8.0,4.0,3400,425,381558,211.0,S,F,C,-28.0,2017-07-03 00:00:00,G,Michigan,2017-07-31,Renewed,C,C
9276,ZZ,ZZ,ZZ,8.0,3.0,2376,297,395388,ZZ,ZZ,ZZ,ZZ,-39.0,2017-06-22 00:00:00,ZZ,Michigan,2017-07-31,Renewed,ZZ,ZZ
9278,2.0,G,D,8.0,3.0,3600,450,373977,230.0,U,G,C,-41.0,2017-06-20 00:00:00,H,Indiana,2017-07-31,Renewed,C,D
9279,2.0,D,L,8.0,3.0,3120,390,374010,134.0,ZZ,H,B,-89.0,2017-05-03 00:00:00,E,Indiana,2017-07-31,Renewed,A,A
9280,5.0,G,L,8.0,3.0,3600,450,374034,347.0,ZZ,G,C,-41.0,2017-06-20 00:00:00,H,Indiana,2017-07-31,Renewed,C,D
9281,5.0,G,L,8.0,3.0,3600,450,374049,367.0,R,G,C,-41.0,2017-06-20 00:00:00,H,Indiana,2017-07-31,Renewed,C,D
9282,1.0,D,E,8.0,3.0,3720,465,374085,153.0,U,H,B,-89.0,2017-05-03 00:00:00,E,Indiana,2017-07-31,Renewed,A,A
9283,1.0,D,E,8.0,3.0,4200,525,374115,217.0,U,H,B,-89.0,2017-05-03 00:00:00,E,Indiana,2017-07-31,Renewed,A,A
9284,2.0,D,H,8.0,11.0,2000,250,374508,130.0,R,E,C,-1174.0,2014-05-14 00:00:00,E,Indiana,2017-07-31,Renewed,C,B
9285,3.0,K,L,8.0,3.0,2320,290,374763,138.0,R,F,B,-42.0,2017-06-19 00:00:00,E,Indiana,2017-07-31,Renewed,A,B
9289,3.0,E,L,8.0,3.0,2800,350,372171,157.0,R,G,B,-38.0,2017-06-23 00:00:00,E,Indiana,2017-07-31,Renewed,A,B
9290,3.0,E,I,8.0,2.0,3600,450,370365,246.0,R,C,B,-111.0,2017-04-11 00:00:00,G,Indiana,2017-07-31,Renewed,A,C
9291,2.0,D,H,8.0,2.0,1920,240,370254,76.0,ZZ,H,C,-90.0,2017-05-02 00:00:00,H,Indiana,2017-07-31,Renewed,B,C
9293,1.0,ZZ,E,8.0,3.0,1920,240,346410,0.0,U,ZZ,ZZ,-62.0,2017-05-30 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9295,4.0,C,G,8.0,3.0,3400,425,345060,253.0,S,F,D,-38.0,2017-06-23 00:00:00,G,Ohio,2017-07-31,Renewed,D,C
9296,ZZ,ZZ,ZZ,8.0,3.0,1920,240,340527,ZZ,ZZ,ZZ,ZZ,-45.0,2017-06-16 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9297,1.0,D,J,8.0,3.0,1920,240,340710,276.0,T,G,C,-34.0,2017-06-27 00:00:00,Z,Ohio,2017-07-31,Renewed,B,Z
9300,3.0,ZZ,L,8.0,2.0,2000,250,342789,0.0,S,ZZ,ZZ,-116.0,2017-04-06 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9301,2.0,K,Z,8.0,3.0,2480,310,349845,122.0,R,H,B,-88.0,2017-05-04 00:00:00,Z,Indiana,2017-07-31,Renewed,A,Z
9304,4.0,ZZ,N,8.0,2.0,1920,240,346977,0.0,R,ZZ,ZZ,-105.0,2017-04-17 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9305,5.0,A,N,8.0,3.0,6800,850,350715,436.0,S,H,B,-70.0,2017-05-22 00:00:00,G,Indiana,2017-07-31,Renewed,B,C
9306,4.0,A,M,8.0,3.0,2304,288,350844,272.0,S,H,B,-70.0,2017-05-22 00:00:00,G,Indiana,2017-07-31,Renewed,B,C
9307,3.0,F,Z,8.0,11.0,2480,310,347415,28.0,R,E,A,-773.0,2015-06-19 00:00:00,B,Ohio,2017-07-31,Renewed,ZZ,Z
9308,4.0,ZZ,N,8.0,2.0,3184,398,338619,0.0,S,ZZ,ZZ,-132.0,2017-03-21 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9309,4.0,ZZ,P,8.0,2.0,2200,275,338952,0.0,S,ZZ,ZZ,-119.0,2017-04-03 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9311,4.0,ZZ,N,8.0,3.0,3200,400,339177,0.0,S,ZZ,ZZ,-47.0,2017-06-14 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9315,2.0,C,M,8.0,3.0,2520,315,333744,123.0,T,G,B,-83.0,2017-05-09 00:00:00,H,Ohio,2017-07-31,Renewed,B,C
9319,4.0,ZZ,P,8.0,2.0,2040,255,335526,0.0,S,ZZ,ZZ,-130.0,2017-03-23 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9322,2.0,ZZ,H,8.0,3.0,1920,240,332124,0.0,T,ZZ,ZZ,-87.0,2017-05-05 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9332,3.0,D,M,8.0,3.0,8776,1097,359412,313.0,R,G,B,-83.0,2017-05-09 00:00:00,G,Indiana,2017-07-31,Renewed,A,C
9335,2.0,B,M,8.0,3.0,2840,355,347634,66.0,T,E,B,-77.0,2017-05-15 00:00:00,E,Ohio,2017-07-31,Renewed,A,B
9336,2.0,ZZ,J,8.0,3.0,2536,317,368046,0.0,T,ZZ,ZZ,-42.0,2017-06-19 00:00:00,ZZ,Indiana,2017-07-31,Renewed,ZZ,ZZ
9337,1.0,D,B,8.0,3.0,2040,255,368106,142.0,U,E,C,-48.0,2017-06-13 00:00:00,H,Indiana,2017-07-31,Renewed,A,B
9341,3.0,G,M,8.0,2.0,4000,500,365487,155.0,R,A,B,-109.0,2017-04-13 00:00:00,E,Indiana,2017-07-31,Renewed,A,B
9342,4.0,K,K,8.0,3.0,2400,300,366516,106.0,R,F,C,-70.0,2017-05-22 00:00:00,E,Indiana,2017-07-31,Renewed,C,B
9343,2.0,C,J,8.0,2.0,3880,485,366915,238.0,R,F,B,-98.0,2017-04-24 00:00:00,E,Indiana,2017-07-31,Renewed,A,B
9345,4.0,G,L,8.0,3.0,3600,450,367170,173.0,U,H,B,-45.0,2017-06-16 00:00:00,F,Indiana,2017-07-31,Renewed,B,B
9346,4.0,G,L,8.0,3.0,3600,450,367239,545.0,U,H,B,-45.0,2017-06-16 00:00:00,F,Indiana,2017-07-31,Renewed,B,B
9347,4.0,G,M,8.0,3.0,3600,450,367329,146.0,U,H,B,-45.0,2017-06-16 00:00:00,F,Indiana,2017-07-31,Renewed,B,B
9348,4.0,G,M,8.0,3.0,3600,450,367377,487.0,U,H,B,-45.0,2017-06-16 00:00:00,F,Indiana,2017-07-31,Renewed,B,B
9352,1.0,C,C,8.0,3.0,4664,583,288561,410.0,T,H,D,-41.0,2017-06-20 00:00:00,G,Kentucky,2017-07-31,Renewed,D,D
9353,1.0,C,B,8.0,3.0,2288,286,289164,236.0,ZZ,H,D,-41.0,2017-06-20 00:00:00,G,Kentucky,2017-07-31,Renewed,D,D
9354,1.0,K,A,8.0,3.0,1984,248,289578,252.0,R,G,D,-39.0,2017-06-22 00:00:00,G,Kentucky,2017-07-31,Renewed,D,D
9360,1.0,A,M,8.0,4.0,3248,406,291648,49.0,S,G,B,-28.0,2017-07-03 00:00:00,H,Kentucky,2017-07-31,Renewed,A,D
9363,3.0,K,C,8.0,3.0,3880,485,279978,235.0,R,G,D,-55.0,2017-06-06 00:00:00,G,Mississippi,2017-07-31,Renewed,D,D
9366,2.0,D,K,8.0,1.0,4440,555,278799,322.0,R,H,C,-159.0,2017-02-22 00:00:00,G,Mississippi,2017-07-31,Renewed,B,D
9367,1.0,A,D,8.0,3.0,5280,660,279096,616.0,S,G,C,-52.0,2017-06-09 00:00:00,G,Mississippi,2017-07-31,Renewed,B,D
9369,1.0,K,E,8.0,3.0,1920,240,282120,154.0,R,H,C,-77.0,2017-05-15 00:00:00,G,Kentucky,2017-07-31,Renewed,C,D
9370,1.0,K,G,8.0,3.0,1920,240,282408,148.0,R,H,C,-77.0,2017-05-15 00:00:00,G,Kentucky,2017-07-31,Renewed,C,D
9375,4.0,K,M,8.0,4.0,4400,550,286368,190.0,T,G,B,-26.0,2017-07-05 00:00:00,H,Kentucky,2017-07-31,Renewed,A,E
9380,3.0,ZZ,Z,8.0,3.0,1920,240,271551,0.0,R,ZZ,ZZ,-35.0,2017-06-26 00:00:00,ZZ,Mississippi,2017-07-31,Renewed,ZZ,ZZ
9384,5.0,ZZ,Q,8.0,3.0,2776,347,272247,0.0,S,ZZ,ZZ,-41.0,2017-06-20 00:00:00,ZZ,Mississippi,2017-07-31,Renewed,ZZ,ZZ
9385,1.0,ZZ,B,8.0,11.0,3080,385,272604,0.0,T,ZZ,ZZ,-1180.0,2014-05-08 00:00:00,ZZ,Mississippi,2017-07-31,Renewed,ZZ,ZZ
9386,1.0,D,A,8.0,2.0,2320,290,273915,421.0,U,H,D,-98.0,2017-04-24 00:00:00,G,Mississippi,2017-07-31,Renewed,D,E
9390,ZZ,ZZ,ZZ,8.0,3.0,1920,240,274431,ZZ,ZZ,ZZ,ZZ,-32.0,2017-06-29 00:00:00,ZZ,Mississippi,2017-07-31,Renewed,ZZ,ZZ
9403,4.0,E,M,8.0,1.0,4160,520,300687,0.0,R,E,C,-164.0,2017-02-17 00:00:00,E,Ohio,2017-07-31,Renewed,C,B
9405,3.0,ZZ,J,8.0,3.0,3280,410,299814,0.0,U,ZZ,ZZ,-42.0,2017-06-19 00:00:00,ZZ,Kentucky,2017-07-31,Renewed,ZZ,ZZ
9409,ZZ,ZZ,ZZ,8.0,3.0,1920,240,294084,ZZ,ZZ,ZZ,ZZ,-41.0,2017-06-20 00:00:00,ZZ,Kentucky,2017-07-31,Renewed,ZZ,ZZ
9410,2.0,K,A,8.0,3.0,1920,240,294228,290.0,R,H,D,-41.0,2017-06-20 00:00:00,G,Kentucky,2017-07-31,Renewed,D,D
9411,ZZ,ZZ,ZZ,8.0,3.0,1920,240,294321,ZZ,ZZ,ZZ,ZZ,-41.0,2017-06-20 00:00:00,ZZ,Kentucky,2017-07-31,Renewed,ZZ,ZZ
9414,ZZ,ZZ,ZZ,8.0,3.0,1920,240,295086,ZZ,ZZ,ZZ,ZZ,-42.0,2017-06-19 00:00:00,ZZ,Kentucky,2017-07-31,Renewed,ZZ,ZZ
9416,1.0,ZZ,C,8.0,3.0,1920,240,324678,0.0,U,ZZ,ZZ,-83.0,2017-05-09 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9427,4.0,ZZ,O,8.0,3.0,3000,375,321867,0.0,S,ZZ,ZZ,-75.0,2017-05-17 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9430,1.0,ZZ,E,8.0,3.0,1920,240,310950,0.0,U,ZZ,ZZ,-66.0,2017-05-26 00:00:00,ZZ,Ohio,2017-07-31,Renewed,ZZ,ZZ
9435,3.0,G,I,8.0,3.0,2000,250,314601,223.0,U,H,C,-61.0,2017-05-31 00:00:00,H,Ohio,2017-07-31,Renewed,C,D
9437,5.0,E,K,8.0,4.0,3600,450,312108,266.0,R,D,C,-26.0,2017-07-05 00:00:00,E,Ohio,2017-07-31,Renewed,D,B
9438,3.0,F,L,8.0,4.0,3800,475,439245,51.0,R,C,B,-28.0,2017-07-03 00:00:00,G,Iowa,2017-07-31,Renewed,A,C
9439,4.0,E,J,8.0,3.0,2400,300,434136,104.0,R,E,B,-41.0,2017-06-20 00:00:00,F,Iowa,2017-07-31,Renewed,B,B
9440,2.0,E,M,8.0,1.0,1920,240,436074,59.0,R,E,C,-157.0,2017-02-24 00:00:00,E,Iowa,2017-07-31,Renewed,B,B
9444,2.0,D,L,8.0,3.0,2400,300,454062,109.0,T,F,B,-41.0,2017-06-20 00:00:00,G,Wisconsin,2017-07-31,Renewed,A,C
9451,2.0,E,J,8.0,11.0,2000,250,484047,215.0,T,F,B,-2065.0,2011-12-05 00:00:00,H,Minnesota,2017-07-31,Renewed,B,C
9452,4.0,H,O,8.0,4.0,3400,425,480411,183.0,T,F,B,-28.0,2017-07-03 00:00:00,E,Minnesota,2017-07-31,Renewed,A,A
9454,5.0,ZZ,O,8.0,4.0,1920,240,478548,0.0,S,ZZ,ZZ,-28.0,2017-07-03 00:00:00,ZZ,Minnesota,2017-07-31,Renewed,ZZ,ZZ
9455,3.0,ZZ,L,8.0,2.0,1920,240,475860,0.0,S,ZZ,ZZ,-95.0,2017-04-27 00:00:00,ZZ,Minnesota,2017-07-31,Renewed,ZZ,ZZ
9456,ZZ,ZZ,ZZ,8.0,2.0,1920,240,469416,ZZ,ZZ,ZZ,ZZ,-110.0,2017-04-12 00:00:00,ZZ,Wisconsin,2017-07-31,Renewed,ZZ,ZZ
9459,2.0,E,M,8.0,3.0,2680,335,485574,159.0,R,A,B,-41.0,2017-06-20 00:00:00,E,Minnesota,2017-07-31,Renewed,B,B
9468,2.0,D,L,8.0,3.0,2568,321,460686,253.0,S,F,B,-35.0,2017-06-26 00:00:00,G,Wisconsin,2017-07-31,Renewed,A,C
9469,4.0,ZZ,M,8.0,3.0,1920,240,444954,0.0,S,ZZ,ZZ,-68.0,2017-05-24 00:00:00,ZZ,Wisconsin,2017-07-31,Renewed,ZZ,ZZ
9470,5.0,K,J,8.0,3.0,1920,240,508272,21.0,R,E,D,-42.0,2017-06-19 00:00:00,E,Montana,2017-07-31,Renewed,D,C
9472,4.0,E,K,8.0,2.0,1920,240,504507,43.0,R,E,B,-91.0,2017-05-01 00:00:00,E,North Dakota,2017-07-31,Renewed,B,B
9475,4.0,K,I,8.0,3.0,2936,367,512298,169.0,R,E,C,-40.0,2017-06-21 00:00:00,H,Montana,2017-07-31,Renewed,B,B
9476,1.0,F,J,8.0,3.0,1920,240,512865,181.0,ZZ,F,C,-31.0,2017-06-30 00:00:00,E,Montana,2017-07-31,Renewed,B,D
9478,5.0,K,H,8.0,3.0,1920,240,510246,44.0,R,D,C,-70.0,2017-05-22 00:00:00,E,Montana,2017-07-31,Renewed,C,C
9480,3.0,ZZ,K,8.0,3.0,1920,240,491472,0.0,U,ZZ,ZZ,-77.0,2017-05-15 00:00:00,ZZ,Minnesota,2017-07-31,Renewed,ZZ,ZZ
9482,ZZ,ZZ,ZZ,8.0,4.0,3200,400,495858,ZZ,ZZ,ZZ,ZZ,-28.0,2017-07-03 00:00:00,ZZ,South Dakota,2017-07-31,Renewed,ZZ,ZZ
9483,1.0,G,J,8.0,4.0,3200,400,495963,128.0,T,H,B,-28.0,2017-07-03 00:00:00,H,South Dakota,2017-07-31,Renewed,B,C
9484,3.0,D,M,8.0,3.0,1960,245,496644,43.0,R,B,B,-46.0,2017-06-15 00:00:00,E,South Dakota,2017-07-31,Renewed,A,B
9488,5.0,E,L,8.0,3.0,2400,300,524046,231.0,S,D,C,-32.0,2017-06-29 00:00:00,G,Illinois,2017-07-31,Renewed,B,C
9489,4.0,B,L,8.0,3.0,4000,500,524187,561.0,S,F,C,-49.0,2017-06-12 00:00:00,H,Illinois,2017-07-31,Renewed,C,C
9493,4.0,E,O,8.0,3.0,1920,240,521328,86.0,S,F,B,-54.0,2017-06-07 00:00:00,E,Illinois,2017-07-31,Renewed,A,B
9494,4.0,E,O,8.0,3.0,1920,240,521445,70.0,S,F,B,-54.0,2017-06-07 00:00:00,E,Illinois,2017-07-31,Renewed,A,B
9495,5.0,ZZ,P,8.0,3.0,1920,240,516852,0.0,S,ZZ,ZZ,-49.0,2017-06-12 00:00:00,ZZ,Illinois,2017-07-31,Renewed,ZZ,ZZ
9498,4.0,ZZ,L,8.0,3.0,2400,300,538047,0.0,U,ZZ,ZZ,-31.0,2017-06-30 00:00:00,ZZ,Illinois,2017-07-31,Renewed,ZZ,ZZ
9502,1.0,ZZ,C,8.0,3.0,1920,240,541215,0.0,U,ZZ,ZZ,-42.0,2017-06-19 00:00:00,ZZ,Illinois,2017-07-31,Renewed,ZZ,ZZ
9506,3.0,B,J,8.0,4.0,3040,380,543216,275.0,R,E,C,-26.0,2017-07-05 00:00:00,Z,Illinois,2017-07-31,Renewed,B,Z
9507,4.0,A,L,8.0,3.0,2400,300,544098,97.0,R,E,C,-49.0,2017-06-12 00:00:00,E,Illinois,2017-07-31,Renewed,B,B
9512,ZZ,ZZ,ZZ,8.0,3.0,1920,240,589254,ZZ,ZZ,ZZ,ZZ,-66.0,2017-05-26 00:00:00,ZZ,Missouri,2017-07-31,Renewed,ZZ,ZZ
9521,1.0,H,H,8.0,3.0,1920,240,598665,175.0,T,C,C,-77.0,2017-05-15 00:00:00,F,Kansas,2017-07-31,Renewed,B,B
9523,2.0,D,H,8.0,3.0,1920,240,599013,84.0,R,F,C,-42.0,2017-06-19 00:00:00,E,Kansas,2017-07-31,Renewed,B,B
9526,1.0,F,F,8.0,3.0,1920,240,597063,93.0,T,B,C,-35.0,2017-06-26 00:00:00,Z,Kansas,2017-07-31,Renewed,B,Z
9527,4.0,G,E,8.0,3.0,2600,325,597135,271.0,T,G,C,-88.0,2017-05-04 00:00:00,H,Kansas,2017-07-31,Renewed,C,A
9532,5.0,K,L,8.0,3.0,1920,240,595116,66.0,R,E,D,-77.0,2017-05-15 00:00:00,E,Kansas,2017-07-31,Renewed,D,B
9534,3.0,C,O,8.0,3.0,2800,350,600702,172.0,S,G,B,-31.0,2017-06-30 00:00:00,G,Kansas,2017-07-31,Renewed,A,C
9535,2.0,E,J,8.0,3.0,2264,283,600768,125.0,T,G,C,-46.0,2017-06-15 00:00:00,G,Kansas,2017-07-31,Renewed,B,C
9536,1.0,H,F,8.0,3.0,2000,250,601017,371.0,U,I,C,-84.0,2017-05-08 00:00:00,A,Kansas,2017-07-31,Renewed,C,A
9537,5.0,E,M,8.0,3.0,2080,260,603231,108.0,R,E,B,-42.0,2017-06-19 00:00:00,E,Kansas,2017-07-31,Renewed,B,B
9541,ZZ,ZZ,ZZ,8.0,3.0,5400,675,602808,ZZ,ZZ,ZZ,ZZ,-76.0,2017-05-16 00:00:00,ZZ,Kansas,2017-07-31,Renewed,ZZ,ZZ
9542,5.0,E,M,8.0,3.0,1920,240,602991,34.0,T,E,B,-42.0,2017-06-19 00:00:00,E,Kansas,2017-07-31,Renewed,B,B
9543,3.0,D,K,8.0,3.0,1920,240,604890,35.0,R,B,B,-76.0,2017-05-16 00:00:00,E,Kansas,2017-07-31,Renewed,C,B
9545,2.0,C,J,8.0,4.0,1920,240,606537,71.0,R,E,B,-26.0,2017-07-05 00:00:00,E,Kansas,2017-07-31,Renewed,A,B
9546,4.0,C,J,8.0,3.0,1920,240,605541,33.0,R,D,C,-62.0,2017-05-30 00:00:00,E,Kansas,2017-07-31,Renewed,B,B
9547,4.0,B,L,8.0,3.0,1920,240,607785,57.0,R,E,B,-42.0,2017-06-19 00:00:00,H,Kansas,2017-07-31,Renewed,A,B
9548,4.0,E,L,8.0,2.0,1920,240,607515,138.0,R,E,B,-103.0,2017-04-19 00:00:00,Z,Kansas,2017-07-31,Renewed,A,Z
9550,3.0,C,O,8.0,3.0,1920,240,611784,67.0,R,E,A,-49.0,2017-06-12 00:00:00,E,Nebraska,2017-07-31,Renewed,A,B
9551,1.0,F,H,8.0,3.0,1920,240,611877,118.0,T,B,C,-77.0,2017-05-15 00:00:00,E,Nebraska,2017-07-31,Renewed,B,B
9552,2.0,K,K,8.0,2.0,2400,300,612912,120.0,R,E,B,-95.0,2017-04-27 00:00:00,Z,Nebraska,2017-07-31,Renewed,A,Z
9553,3.0,H,L,8.0,2.0,2600,325,616764,172.0,T,D,B,-90.0,2017-05-02 00:00:00,G,Nebraska,2017-07-31,Renewed,B,C
9557,3.0,ZZ,I,8.0,3.0,1920,240,556437,0.0,T,ZZ,ZZ,-42.0,2017-06-19 00:00:00,ZZ,Illinois,2017-07-31,Renewed,ZZ,ZZ
9562,2.0,ZZ,H,8.0,3.0,1920,240,554841,0.0,T,ZZ,ZZ,-40.0,2017-06-21 00:00:00,ZZ,Illinois,2017-07-31,Renewed,ZZ,ZZ
9563,1.0,A,I,8.0,2.0,6000,750,553110,423.0,S,F,C,-105.0,2017-04-17 00:00:00,G,Illinois,2017-07-31,Renewed,B,C
9564,1.0,ZZ,G,8.0,3.0,1920,240,553866,0.0,S,ZZ,ZZ,-38.0,2017-06-23 00:00:00,ZZ,Illinois,2017-07-31,Renewed,ZZ,ZZ
9571,4.0,B,K,8.0,3.0,2600,325,558780,154.0,T,F,C,-69.0,2017-05-23 00:00:00,E,Illinois,2017-07-31,Renewed,B,B
9574,5.0,D,O,8.0,3.0,1920,240,549552,128.0,S,G,A,-70.0,2017-05-22 00:00:00,H,Illinois,2017-07-31,Renewed,A,C
9579,4.0,K,K,8.0,3.0,1920,240,547536,104.0,T,C,B,-82.0,2017-05-10 00:00:00,E,Illinois,2017-07-31,Renewed,A,B
9581,1.0,E,F,8.0,3.0,1920,240,553365,57.0,R,F,C,-39.0,2017-06-22 00:00:00,Z,Illinois,2017-07-31,Renewed,C,Z
9582,2.0,G,I,8.0,3.0,2616,327,551919,192.0,U,D,C,-46.0,2017-06-15 00:00:00,H,Illinois,2017-07-31,Renewed,D,C
9588,ZZ,ZZ,ZZ,8.0,3.0,1920,240,580974,ZZ,ZZ,ZZ,ZZ,-70.0,2017-05-22 00:00:00,ZZ,Missouri,2017-07-31,Renewed,ZZ,ZZ
9589,2.0,A,J,8.0,2.0,1920,240,581358,86.0,R,E,B,-129.0,2017-03-24 00:00:00,E,Missouri,2017-07-31,Renewed,A,B
9590,2.0,C,I,8.0,3.0,2200,275,581691,92.0,U,F,B,-54.0,2017-06-07 00:00:00,G,Missouri,2017-07-31,Renewed,A,C
9591,2.0,E,M,8.0,11.0,2200,275,578016,174.0,S,H,B,-501.0,2016-03-17 00:00:00,E,Missouri,2017-07-31,Renewed,A,A
9593,2.0,ZZ,G,8.0,3.0,1920,240,582771,0.0,T,ZZ,ZZ,-77.0,2017-05-15 00:00:00,ZZ,Missouri,2017-07-31,Renewed,ZZ,ZZ
9595,1.0,D,E,8.0,3.0,4400,550,574014,240.0,R,G,C,-82.0,2017-05-10 00:00:00,G,Missouri,2017-07-31,Renewed,B,C
9599,1.0,ZZ,B,8.0,2.0,1920,240,569562,0.0,U,ZZ,ZZ,-105.0,2017-04-17 00:00:00,ZZ,Missouri,2017-07-31,Renewed,ZZ,ZZ
9602,4.0,ZZ,N,8.0,3.0,1920,240,575388,0.0,ZZ,ZZ,ZZ,-42.0,2017-06-19 00:00:00,ZZ,Missouri,2017-07-31,Renewed,ZZ,ZZ
9603,2.0,A,H,8.0,3.0,3408,426,565356,0.0,T,F,D,-74.0,2017-05-18 00:00:00,F,Illinois,2017-07-31,Renewed,D,B
9609,2.0,ZZ,H,8.0,3.0,1920,240,563781,0.0,ZZ,ZZ,ZZ,-52.0,2017-06-09 00:00:00,ZZ,Illinois,2017-07-31,Renewed,ZZ,ZZ
9616,3.0,D,I,8.0,2.0,2000,250,639039,154.0,T,H,C,-147.0,2017-03-06 00:00:00,C,Louisiana,2017-07-31,Renewed,B,Z
9617,3.0,D,I,8.0,1.0,3320,415,639120,280.0,T,H,C,-152.0,2017-03-01 00:00:00,C,Louisiana,2017-07-31,Renewed,B,Z
9619,4.0,C,G,8.0,3.0,2560,320,638853,290.0,R,F,C,-39.0,2017-06-22 00:00:00,E,Louisiana,2017-07-31,Renewed,C,C
9641,2.0,ZZ,E,8.0,3.0,3400,425,637137,0.0,R,ZZ,ZZ,-77.0,2017-05-15 00:00:00,ZZ,Louisiana,2017-07-31,Renewed,ZZ,ZZ
9643,3.0,D,N,8.0,4.0,3000,375,648057,368.0,U,H,C,-26.0,2017-07-05 00:00:00,G,Arkansas,2017-07-31,Renewed,B,E
9644,2.0,D,J,8.0,4.0,3120,390,648159,437.0,U,H,C,-26.0,2017-07-05 00:00:00,G,Arkansas,2017-07-31,Renewed,B,E
9645,4.0,E,M,8.0,2.0,4000,500,648327,413.0,U,H,C,-105.0,2017-04-17 00:00:00,G,Arkansas,2017-07-31,Renewed,B,E
9657,4.0,K,G,8.0,4.0,3400,425,641247,290.0,R,E,C,-28.0,2017-07-03 00:00:00,E,Arkansas,2017-07-31,Renewed,B,C
